id;RK_L1_CODE;RK_L1_NAME;RK_L2_CODE;RK_L2_NAME;RK_L3_CODE;RK_L3_NAME;S_PLAN;S_FIN;S_FACT
671;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);59335;"Територіальне медичне об'єднання ""СТОМАТОЛОГІЯ"" у місті Київі";33042;Стоматологічна поліклініка Дарницького району м.Київа;0;4379745.88;7955264.56
672;77766;Деснянська районна в місті Київі державна адміністрація;77927;Управління освіти Деснянської районної в місті Київі державної адміністрації;28627;Спеціалізована школа І-ІІІ ступенів №  202 з поглибленим вивченням природничо-математичних наук Деснянського району міста Київа;0;9397736.97;9496494.21
673;54084;Київська міська рада;54084;Київська міська рада;93464;"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""ВСЕУКРАїНСЬКИЙ БЛАГОДІЙНИЙ ФОНД ""ДІТИ ПЕРЕДУСІМ""";0;710022.22;695210.3
674;77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);54703;"Комунальне підприємство ""Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них ""Магістраль""";0;20661119.23;19430508.68
675;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);38249;Дитяча клінічна лікарня №6 Шевченківського району м. Київа;38249;Дитяча клінічна лікарня №6 Шевченківського району м. Київа;0;21566144.43;49498757.58
676;77766;Деснянська районна в місті Київі державна адміністрація;77891;Управління у справах сімТї, молоді та спорту Деснянської районної в місті Київі державної адміністрації;42038;Центр навчання плаванню Деснянського району м.Київа;0;2333377.76;3047806.7
677;77651;Дніпровська районна в місті Київі державна адміністрація;77873;Управління праці та соціального захисту населення Дніпровської районної в місті Київі державної адміністрації;35901;Громадська організація Дніпровська районна організація Товариства Червоного Хреста України;0;2914.8;2914.8
678;24019;Департамент міського благоустрою та збереження природного середовища виконавчого органу Київськоі міської ради (КМДА);24019;Департамент міського благоустрою та збереження природного середовища виконавчого органу Київськоі міської ради (КМДА);27429;"Комунальне підприємство ""Святошинське лісопаркове господарство""";0;21719925.74;21719925.74
679;77540;Голосіївська районна в місті Київі Державна адміністрація;89732;Управління будівництва та архітектури Голосіївської районної в місті Київі державної адміністрації;89732;Управління будівництва та архітектури Голосіївської районної в місті Київі державної адміністрації;0;8980411.34;7143767.93
680;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);29905;"Територіальне медичне об'єднання ""ПСИХІАТРІЯ"" у місті Київі";48126;Київська міська психоневрологічна лікарня №3;0;29907081.34;30528924.22
681;77680;Печерська районна в місті Київі державна адміністрація;77783;"Управління охорони здоров""я Печерської районної в місті Київі державної адміністрації";38425;"Комунальне некомерційне підприємство ""Консультативно-діагностичний центр"" Печерського району м.Київа";0;31089093;30842830.23
682;54084;Київська міська рада;54084;Київська міська рада;88605;"Благодійна організація ""Благодійний Фонд ""СВІТ МРІЙ""";0;717036.02;706763.62
683;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);48145;Київське міське клінічне бюро судово-медичної експертизи;48145;Київське міське клінічне бюро судово-медичної експертизи;0;18312884.29;24274535.32
684;54084;Київська міська рада;54084;Київська міська рада;54084;Київська міська рада;5814400;103027069.5;98172348.77
685;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);96219;"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""КИїВСЬКА МІСЬКА СПІЛКА ВЕТЕРАНІВ АТО""";0;134420.15;129561.62
686;77651;Дніпровська районна в місті Київі державна адміністрація;77873;Управління праці та соціального захисту населення Дніпровської районної в місті Київі державної адміністрації;38436;Дніпровська районна організація ветеранів України;0;104555.87;85305.5
687;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);51425;"Комунальне підприємство ""Група впровадження проекту з енергозбереження в адміністративних і громадських будівлях м.Київа"" ВО КМР (КМДА)";0;6902561;6088718.65
688;77766;Деснянська районна в місті Київі державна адміністрація;77927;Управління освіти Деснянської районної в місті Київі державної адміністрації;19491;"Гімназія ""Троїщина"" ІІ-ІІІ ступенів Деснянського району міста Київа";0;15674696.16;16130441.16
689;54084;Київська міська рада;54084;Київська міська рада;93082;"Громадська організація ""Соціальний Центр мікрорайону ""ПЕРСПЕКТИВА-ОБОЛОНЬ""";0;725825.35;670930.78
690;77926;Подільська районна в місті Київі державна адміністрація;77981;Управління охорони здоров'я Подільської районної в місті Київі державної адміністрації;87101;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №2"" Подільського району м. Київа";0;43393425.11;43712566.58
691;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);89847;"ОРГАН САМООРГАНІЗАЦІї НАСЕЛЕННЯ ""БУДИНКОВИЙ КОМІТЕТ ""ВУЛИЦЯ КІКВІДЗЕ,23""";0;117422.22;107645.22
692;77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);38759;"Комунальне підприємство ""Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Дарницького району"" м. Київа";0;57264873.79;56511285.88
693;77716;Шевченківська районна в місті Київі державна адміністрація;77803;Управління освіти Шевченківської районної в місті Київі державної адміністрації;55447;Дитячо-юнацька спортивна школа №24 Шевченківського району м.Київа;0;3014652.03;3017428.49
694;77540;Голосіївська районна в місті Київі Державна адміністрація;77951;Управління охорони здоров'я Голосіївської районної в місті Київі державної адміністрації;87186;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №2"" Голосіївського району м.Київа";0;40178825.78;40464257.15
695;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);37721;Клінічна лікарня № 15 Подільського району м. Київа;37721;Клінічна лікарня № 15 Подільського району м. Київа;0;41770382.47;40079625.71
696;77766;Деснянська районна в місті Київі державна адміністрація;77887;Управління праці та соціального захисту населення Деснянської районної в місті Київі державної адміністрації;36843;Територіальний центр соціального обслуговування Деснянського району міста Київа;0;10811037.5;11726217.6
697;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);46898;Київське вище професійне училище швейного та перукарського мистецтва;46898;Київське вище професійне училище швейного та перукарського мистецтва;0;18524375;19482074.91
698;77926;Подільська районна в місті Київі державна адміністрація;77926;Подільська районна в місті Київі державна адміністрація;85182;"Комунальне підприємство ""Поділ-благоустрій""";0;2398275.6;2300085.36
699;77651;Дніпровська районна в місті Київі державна адміністрація;77897;Управління житлово-комунального господарства Дніпровської районної в місті Київі державної адміністрації;3855;"Житлово-будівельний кооператив ""АВТОБУС""";0;44700;44700
700;77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49452;"Комунальне підприємство ""Шляхове експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Подільського р-ну у м. Київі";0;51217500;49839028.61
701;77651;Дніпровська районна в місті Київі державна адміністрація;77897;Управління житлово-комунального господарства Дніпровської районної в місті Київі державної адміністрації;1961;"Житлово-будівельний кооператив ""Механізатор-2""";0;149437.2;149437.2
702;77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);42606;"Комунальна корпорація ""Київавтодор""";0;1358835109;1052181635
703;54084;Київська міська рада;54084;Київська міська рада;88597;"Громадська організація ""Спортивний клуб ""ЮНІОР РУСАНІВКА""";0;1053358.12;1016250.34
704;54084;Київська міська рада;54084;Київська міська рада;92925;"Громадська Організація ""Їдина Команда""";0;739042.21;723402.86
705;77926;Подільська районна в місті Київі державна адміністрація;77981;Управління охорони здоров'я Подільської районної в місті Київі державної адміністрації;87095;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Подільського району м. Київа";0;27109864.6;27415898.39
706;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);44452;"Орган самоорганізації населення ""Комітет мікрорайону ""Сирецьке джерело""";0;169422.17;169422.17
707;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49996;"Комунальний заклад культури ""Експериментальна майстерня ""Театр маріонеток""";0;1880740;1880740
708;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);33169;"Орган самоорганізації населення ""Комітет мікрорайону ""Джерело""";0;388076.3;384701.3
709;54084;Київська міська рада;54084;Київська міська рада;97525;"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""НАШ ДОБРОБУТ""";0;730317.18;712222.53
710;77900;Дарницька районна в місті Київі державна адміністрація;77960;Управління праці та соціального захисту населення Дарницької районної в місті Київі державної адміністрації;33698;Районна організація Товариства Червоного Хреста Дарницького району м. Київа;0;74390.8;71390.8
711;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);89579;"Відокремлений структурний підрозділ Міжрегіональний центр профперепідготовки військовослужбовці звільнених у запас НУ ""ОЮА"" у м.Київі";89579;"Відокремлений структурний підрозділ Міжрегіональний центр профперепідготовки військовослужбовців, звільнених у запас НУ ""ОЮА"" у м.Київі";0;1867663;1928878.19
712;29169;Департамент містобудування та архітектури виконавчого органу Київської міської ради (КМДА);29169;Департамент містобудування та архітектури виконавчого органу Київської міської ради (КМДА);29169;Департамент містобудування та архітектури виконавчого органу Київської міської ради (КМДА);40191880;19857615;19586447.12
713;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);33232;"Орган самоорганізації населення у місті Київі ""Комітет мікрорайону ""Биківня""";0;78403.68;78403.68
714;25872;Служба у справах дітей та сім'ї виконавчого органу Київської міської ради (Київської міської державної адміністрації);29568;Центр соціально-психологічної реабілітації дітей Служби у справах дітей та сім'ї виконавчого органу Київської міської ради (КМДА);29568;Центр соціально-психологічної реабілітації дітей Служби у справах дітей та сім'ї виконавчого органу Київської міської ради (КМДА);0;2725790.18;2622079.22
715;77766;Деснянська районна в місті Київі державна адміністрація;77887;Управління праці та соціального захисту населення Деснянської районної в місті Київі державної адміністрації;77887;Управління праці та соціального захисту населення Деснянської районної в місті Київі державної адміністрації;0;32220329.29;32141171.42
716;77607;Святошинська районна в місті Київі державна адміністрація;77870;Управління праці та соціального захисту населення Святошинської районної в місті Київі державної адміністрації;40323;Святошинська районна в м.Київі організація інвалідів війни і Збройних Сил;0;49884.3;49884.3
717;77607;Святошинська районна в місті Київі державна адміністрація;77862;Управління освіти, молоді та спорту Святошинської районної в місті Київі державної адміністрації;44526;Центр позашкільної роботи Святошинського району міста Київа;0;14624871.19;15125737.72
718;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);88428;"Територіальне медичне об'єднання ""Київська стоматологія"" у місті Київі";38853;Дитяча стоматологічна поліклініка №1 Шевченківського району м.Київа;0;4835729.92;4923058.77
719;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);48599;Київський міський пологовий будинок №5;48599;Київський міський пологовий будинок №5;0;43322590.02;44073946.03
720;77651;Дніпровська районна в місті Київі державна адміністрація;77865;Фінансове управління Дніпровської районної в місті Київі державної адміністрації;77865;Фінансове управління Дніпровської районної в місті Київі державної адміністрації;0;4933516.1;4918062.52
721;77926;Подільська районна в місті Київі державна адміністрація;78091;Відділ у справах сім'ї, молоді та спорту Подільської районної в м. Київі державної адміністрації;53754;"Подільський районний у м. Київі центр фізичного здоров""я населення ""Спорт для всіх""";0;184597.64;184597.64
722;54084;Київська міська рада;54084;Київська міська рада;56307;"Всеукраїнська молодіжна громадська організація ""Молодіжний спортивний рух""";0;742183.18;732090.39
723;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);88428;"Територіальне медичне об'єднання ""Київська стоматологія"" у місті Київі";46881;Стоматологічна поліклініка №1 Шевченківського району м. Київа;0;982261.19;3102758.97
724;77716;Шевченківська районна в місті Київі державна адміністрація;77831;Управління культури, туризму та охорони культурної спадщини Шевченківської районної в місті Київі державної адміністрації;77831;Управління культури, туризму та охорони культурної спадщини Шевченківської районної в місті Київі державної адміністрації;0;59182248.21;61624177.11
725;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77973;"Управління праці та соціального захисту населення Солом""янської районної в місті Київі державної адміністрації";77973;"Управління праці та соціального захисту населення Солом""янської районної в місті Київі державної адміністрації";0;25153861.8;25153861.8
726;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38542;"Орган самоорганізації населення""Комітет мікрорайону""Печерська фортеця""";0;193867.86;192817.86
727;54119;Департамент промисловості та розвитку підприїмництва виконавчого органу Київської міської ради (КМДА);54119;Департамент промисловості та розвитку підприїмництва виконавчого органу Київської міської ради (КМДА);54119;Департамент промисловості та розвитку підприїмництва виконавчого органу Київської міської ради (КМДА);7752600;13358606;12376946.4
728;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);27254;База спеціального медичного постачання;27254;База спеціального медичного постачання;0;4581448.67;20571234.27
729;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);96760;"Київська міська філія Громадської організації ""Українська асоціація інвалідів АТО""";0;0;0
730;77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);77833;Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);42792;"Комунальне підприємствоКМР""Київдорсервіс""";0;120920293;112153892.1
731;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);54380;ОбТїднання первинних профспілкових організацій Київської міської державної адміністрації;0;700000;700000
732;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);29905;"Територіальне медичне об'єднання ""ПСИХІАТРІЯ"" у місті Київі";54398;Київський міський психоневрологічний диспансер № 1;0;5235317;5802478.57
733;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);54073;"Театрально-видовищний заклад культури ""Київський експериментальний театр ""Золоті ворота""";0;2530777;2512250.1
734;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);32484;"Загальноосвітний навчальний заклад ""Київський спортивний ліцей-інтернат""";32484;"Загальноосвітний навчальний заклад ""Київський спортивний ліцей-інтернат""";0;34901643;34201993.52
735;91112;Управління (інспекція)самоврядного контролю виконавчого органу Київської міської ради (Київської міської державної адміністрації);91112;Управління (інспекція)самоврядного контролю виконавчого органу Київської міської ради (Київської міської державної адміністрації);91112;Управління (інспекція)самоврядного контролю виконавчого органу Київської міської ради (Київської міської державної адміністрації);0;2564330;2407992.58
736;49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);54350;"Публічне акціонерне товариство ""Київгаз""";0;0;0
737;80093;Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації);80093;Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації);98261;"Комунальне підприємство ""Автотранспортне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації)""";0;19674730;19387746.58
738;77900;Дарницька районна в місті Київі державна адміністрація;77936;Управління охорони здоров'я Дарницької районної в місті Київі державної адміністрації;32623;"Комунальне некомерційне підприємство ""Консультативно-діагностичний центр №1Дарницького району м. Київа""";0;33586200.64;33609735.86
739;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);82517;"Орган самоорганізації населення ""Комітет мікрорайону ""Дачі Караваїві""";0;183269.68;168029.01
740;77766;Деснянська районна в місті Київі державна адміністрація;77927;Управління освіти Деснянської районної в місті Київі державної адміністрації;38158;Школа I-III ступенів № 308 Деснянського району міста Київа;0;14511142.23;15058811.72
741;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);49990;Київська міська федерація з фізичної культури і спорту глухих;0;56784.59;52780.28
742;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);88428;"Територіальне медичне об'єднання ""Київська стоматологія"" у місті Київі";32945;Дитяча стоматологічна поліклініка Оболонського району м.Київа;0;6287334.87;6942577.13
743;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);49859;Київська міська клінічна лікарня №2;49859;Київська міська клінічна лікарня №2;0;56094898.6;58706706.7
744;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);87572;"Орган самоорганізації населення ""Комітет мікрорайону ""Дніпровець""";0;262264.29;262264.29
745;77651;Дніпровська районна в місті Київі державна адміністрація;77897;Управління житлово-комунального господарства Дніпровської районної в місті Київі державної адміністрації;1917;"Житлово-будівельний кооператив ""Експрес""";0;69976.49;69976.49
746;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);32392;"Орган самоорганізації населення у місті Київі ""Комітет мікрорайону ""Лиса гора""";0;227829.31;227828.53
747;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);49507;Київський центр трансплантації кісткового мозку;49507;Київський центр трансплантації кісткового мозку;0;15723657.35;15744519.6
748;77900;Дарницька районна в місті Київі державна адміністрація;77960;Управління праці та соціального захисту населення Дарницької районної в місті Київі державної адміністрації;85218;"Громадська організація ""Фонд інвалідів Чорнобиля-2"" Дарницького у місті Київі району";0;42600;32600
749;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);88428;"Територіальне медичне об'єднання ""Київська стоматологія"" у місті Київі";49896;Дитяча стоматологічна поліклініка №2 Шевченківського району м. Київа;0;4899576.51;4838907.65
750;77926;Подільська районна в місті Київі державна адміністрація;78492;Управління капітального будівництва, архітектури та землекористування Подільської районної в місті Київі державної адміністрації;78492;Управління капітального будівництва, архітектури та землекористування Подільської районної в місті Київі державної адміністрації;0;26480612.54;22603934.95
751;29201;Департамент економіки та інвестицій Виконавчого органу Київської міської ради (Київської міської державної адміністрації);29201;Департамент економіки та інвестицій Виконавчого органу Київської міської ради (Київської міської державної адміністрації);29201;Департамент економіки та інвестицій Виконавчого органу Київської міської ради (Київської міської державної адміністрації);-8422600;141345918.3;138535801.1
752;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);88057;"Громадська організація ""В дитячих долонях""";0;52900;52900
753;77651;Дніпровська районна в місті Київі державна адміністрація;77897;Управління житлово-комунального господарства Дніпровської районної в місті Київі державної адміністрації;89829;"Комунальне підприємство ""Керуюча компанія з обслуговування житлового фонду Дніпровського району м.Київа""";0;129349253.7;113399203
754;48876;Департамент фінансів виконавчого органу Київської міської ради (Київської міської державної адміністрації);48876;Департамент фінансів виконавчого органу Київської міської ради (Київської міської державної адміністрації);48876;Департамент фінансів виконавчого органу Київської міської ради (Київської міської державної адміністрації);-46779475;771712890.2;743193752.8
755;49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);48957;"Ритуальна служба спеціалізоване комунальне підприємство ""Спеціалізований комбінат підприїмств комунально-побутового обслуговування""";0;42766135;41637343.63
